"";"ring";"early troph";"late troph";"schizont";"early gam";"mature gam";"ookinete"
"PF3D7_0214800.1";40,688281;210,119382;49,73146;51,404958;17,376323;12,673551;26,575219
"PF3D7_0214900.1";6,887021;2,680167;112,924882;599,380945;31,054457;13,82336;32,271127
"PF3D7_0215000.1";17,336782;69,724169;83,393783;85,847585;91,187884;104,092134;100,002261
"PF3D7_0215100.1";21,829023;38,299784;124,749081;153,567469;143,834413;58,760511;96,597476
"PF3D7_0215200.1";11,590568;3,75581;9,603338;23,347234;4,935586;114,102347;343,663704
"PF3D7_0215300.1";25,875929;7,782464;26,401634;9,253896;1,919381;2,059042;12,193719
"PF3D7_0215400.1";52,785187;94,488209;68,818141;77,074989;44,393775;34,00015;60,83478
"PF3D7_0215500.1";4,642853;36,613333;31,452829;20,842206;3,843574;13,574624;22,608577
"PF3D7_0215600.1";22,797206;20,474746;42,772068;11,500986;30,473305;74,280264;38,837808
"PF3D7_0215700.1";48,424273;111,548315;127,253688;50,277701;7,602499;6,957942;22,373759
"PF3D7_0215800.1";4,31828;3,444884;34,310413;19,036067;6,577461;22,121057;12,564966
"PF3D7_0215900.1";2,945149;0,54885;31,37748;45,084604;80,805304;268,917589;44,791994
"PF3D7_0216000.1";5,356239;1,413335;15,323541;4,010945;7,205072;110,183407;389,793311
"PF3D7_0216100.1";10,511709;14,376899;34,076339;32,05128;88,272037;67,835298;11,578518
"PF3D7_0216200.1";36,719238;74,627367;47,261843;13,660669;37,887835;52,872336;29,233043
"PF3D7_0216300.1";18,978209;35,436051;18,527187;3,33072;7,456755;14,943302;6,486006
"PF3D7_0216400.1";6,344932;6,954616;55,351188;73,238884;28,108632;45,447007;9,684287
"PF3D7_0216500.1";6,901847;4,797902;20,067525;22,230669;12,059769;27,105894;79,621936
"PF3D7_0216600.1";32,981249;59,684732;92,730073;104,388357;42,286035;37,057559;191,724868
"PF3D7_0216700.1.1";6,358686;2,740995;40,791388;49,07667;6,269059;10,909618;54,847856
"PF3D7_0216700.2.1";4,422423;3,317288;35,983976;25,203242;7,767564;10,27572;56,510749
"PF3D7_0216800.1";4,426905;3,42442;132,813891;677,334151;4,566308;6,566115;2,927202
"PF3D7_0216900.1";4,221998;0,701402;38,812426;20,363192;15,829607;24,944597;5,222091
"PF3D7_0217000.1";2,98645;0,517314;25,580708;22,769403;58,16647;56,206485;8,152519
"PF3D7_0217100.1";2,496379;2,526477;179,62978;102,753118;47,739419;73,847729;49,125414
"PF3D7_0217200.1";10,641277;12,154075;16,211518;10,714413;24,822964;46,400082;15,287984
"PF3D7_0217300.1";49,633369;39,787148;73,796784;50,687996;425,963529;361,390602;50,516863
"PF3D7_0217400.1";24,258743;25,585432;46,879423;56,510599;174,767201;199,285298;210,543988
"PF3D7_0217500.1";7,562985;2,728382;255,96566;595,983751;35,843835;56,404969;112,569659
"PF3D7_0217600.1";9,180004;38,870421;34,680333;23,804952;9,114229;15,956325;73,888317
"PF3D7_0217700.1";27,659828;59,524744;34,377285;4,678489;38,461292;118,766053;622,440349
"PF3D7_0217800.1";1157,123805;3068,32729;2149,751002;716,198409;2903,600458;1469,392955;410,54508
"PF3D7_0217900.1";28,599654;13,137327;192,875016;108,104398;21,452584;39,911444;25,632773
"PF3D7_0218000.1";7,53684;18,519953;218,633287;124,784382;103,970491;94,440644;635,106142
"PF3D7_0218100.1";4,315586;2,365598;74,146672;188,381066;96,145657;413,877369;0
"PF3D7_0218200.1";9,22101;45,431226;48,691785;41,150725;53,497308;106,652693;21,05833
"PF3D7_0218300.1";23,012464;33,594976;97,345551;44,298654;217,49493;294,170762;27,12484
"PF3D7_0218400.1";53,936942;80,426245;31,449518;16,736222;13,697606;24,662139;24,570802
"PF3D7_0218500.1";270,701912;547,855984;494,060735;195,668134;3446,908845;717,605691;158,262859
"PF3D7_0218600.1";24,067509;291,755988;62,513728;96,427846;25,452554;40,442819;17,538627
"PF3D7_0218700.1";46,841461;80,442489;58,80768;34,352733;34,367169;57,895714;115,931798
"PF3D7_0219100.1";7,427994;23,431229;10,15005;4,061456;33,361598;92,909351;132,992726
"PF3D7_0219200.1";2138,327131;6081,212719;3930,218223;934,653234;4859,070911;773,695543;1518,597565
"PF3D7_0219300.1";15,211331;38,095393;41,03188;36,415564;103,321883;579,836533;6,498902
"PF3D7_0219400.1.1";18,271084;101,581802;186,275311;129,193848;780,957455;237,976242;290,477916
"PF3D7_0219400.2.1";278,021027;733,13871;1572,148709;444,921039;9103,20941;3686,43658;0,005908
"PF3D7_0219500.1";3,563295;14,987906;86,564409;15,218346;68,404347;67,499687;76,902193
"PF3D7_0219600.1";4,548297;6,32258;75,633029;52,1489;7,663038;9,916133;55,429329
"PF3D7_0219700.1";192,96068;11,433279;29,334923;0;31,813815;37,61671;5,829126
"PF3D7_0219800.1";17,225281;16,960234;72,379284;49,999543;14,863769;33,375284;13,621254
"PF3D7_0219900.1";140,807857;27,805213;23,208798;4,665851;10,937064;124,436708;0
"PF3D7_0220000.1";797,008959;302,484619;684,765981;245,723007;6,777402;5,988823;29,747434
"PF3D7_0220100.1";99,319861;142,328838;25,103461;6,626656;14,817206;20,570946;6,948551
"PF3D7_0220200.1";459,50029;2585,479079;636,628115;188,051421;24,41424;29,106418;70,872555
"PF3D7_0220300.1";17,382634;370,611313;92,003944;5,006145;21,523162;9,634441;0
"PF3D7_0220400.1";11,2224;6,897444;7,976521;4,771907;4,490886;6,624388;0
"PF3D7_0220500.1";41,27427;136,655484;28,096513;81,830337;7,023603;7,332764;4,7525
"PF3D7_0220600.1";61,310099;388,835641;99,158038;15,258845;41,343683;7,264405;5,136449
"PF3D7_0220700.1";210,908707;224,38136;53,096474;23,134856;7,706466;11,501744;15,364592
"PF3D7_0220800.1";4,205537;1,739811;91,817047;323,909346;0,680861;0,875148;12,928012
"PF3D7_0220900.1";2,081695;1,678539;0;0;2,735127;0;0
"PF3D7_0221000.1";2,713599;0;2,355055;0;0,60015;0,593088;4,834707
"PF3D7_0221100.1";2,381398;1,625326;2,12145;0;0;0;0
"PF3D7_0221200.1";7,729161;106,405932;83,831333;7,099238;0;2,032453;0
"PF3D7_0221300.1";2,483632;0,615607;0;0;0,729063;2,54255;0
"PF3D7_0221400.1";1,61971;0,560448;0;0;0;0,96563;0
"PF3D7_0221500.1";6,120701;41,054484;3,629227;0;3,430119;1,106365;0
"PF3D7_0221600.1";1,766238;0;0;4,738983;0,645466;0,007816;0
"PF3D7_0221700.1";53,640782;7,233266;38,899231;6,634463;0,243462;2,105747;2,793523
"PF3D7_0221900.1";4,673678;2,902058;2,306341;0;0;0,130114;0
"PF3D7_0222000.1";19,276094;1,318714;0;0;26,920874;53,225157;0
"PF3D7_0222100.1";0,71082;2,970698;3,882212;0;4,014233;2,783742;3,439027
"PF3D7_0222200.1";4,864206;3,74864;0,313098;0;0;0,2375;0
"PF3D7_0222300.1";0,126091;0,93319;0,130693;1,503171;2,187442;39,766392;0
"PF3D7_0222400.1";4,746113;0,011854;0,007263;0;0;0,846974;0
"PF3D7_0222500.1";1,898173;13,374565;0;0;0;2,767752;0
"PF3D7_0222600.1";0,533834;0,621552;0,444863;0;0,166487;0,155692;0
"PF3D7_0222700.1";0,87132;0,513792;0,215141;0,016358;0,00046;0,220251;0
"PF3D7_0222800.1";2,209268;0,95041;1,230514;0;0;0;0
"PF3D7_0222900.1";1,954131;0,000998;0,102796;0;0,046513;0,116032;0
"PF3D7_0223100.1";0,300481;0,92465;0,120522;0;0,248771;0;0
"PF3D7_0223200.1";2,823057;0,083418;0,069955;1,369632;1,264108;0;0
"PF3D7_0223300.1";2,406866;2,336279;3,250013;2,181875;2,176703;0;0
"PF3D7_0223400.1";4,077181;2,141283;15,553156;9,5e-05;8,262263;1,844159;0
"PF3D7_0223500.1";11,26289;58,077165;1,910629;1,765621;1,255953;1,842862;0
"PF3D7_0300100.1";2,958647;3,191782;2,324355;1,953529;2,834017;0,584225;0
"PF3D7_0300200.1";1,901129;0,158533;3,719015;0,097165;8,12572;3,087697;2e-06
"PF3D7_0300300.1";5,561043;1,419503;0,061742;0;5,683946;1,025893;0
"PF3D7_0300400.1";2,704663;3e-06;0,57851;0;0;0;0
"PF3D7_0300500.1";1,205958;1,722204;7,5e-05;0,059427;0;0,06615;0,548256
"PF3D7_0300700.1";2,290974;26,263734;0,061768;0,484;0;0;0
"PF3D7_0300800.1";3,151471;0;0;0;0,343276;0,205514;0
"PF3D7_0300900.1";0,748154;0,735607;1,797798;0;0,539825;0,911576;0
"PF3D7_0301000.1";1,61574;0,109792;0,081744;0;0;0,428587;0
"PF3D7_0301100.1";8,754685;1,140085;0,502158;0;0,693233;0,322833;0
"PF3D7_0301200.1";43,713478;2,962579;17,465504;10,061376;1,855977;0,883258;1,691681
"PF3D7_0301300.1";20,455712;29,799302;8,988156;2,973043;0,728229;1,885701;0
"PF3D7_0301400.1";6,103218;62,737454;55,425518;27,018769;45,69164;107,90419;0
"PF3D7_0301500.1";19,345991;15,560248;23,594893;4,880799;24,87431;64,33523;6,417374
"PF3D7_0301600.1";71,340953;224,412971;38,124278;3,403689;11,050734;13,779518;20,221814
"PF3D7_0301700.1";22,605052;786,998197;310,559359;91,623498;18,221168;20,187564;7,903956
"PF3D7_0301800.1";132,168332;20,847374;38,995287;10,308237;8,077526;1,801595;14,869374
"PF3D7_0301900.1";6,570648;15,662454;25,330535;20,423058;41,696669;81,748734;0
"PF3D7_0302000.1";74,233719;129,382171;94,133133;39,801892;53,907662;53,595272;35,972157
"PF3D7_0302100.1";25,954135;80,552088;82,209435;23,718697;17,052633;52,392596;46,532423
"PF3D7_0302200.1";5,124939;3,156535;196,759954;487,57266;2,282021;1,397461;0,430831
"PF3D7_0302300.1";109,827966;69,747583;15,25227;21,158631;77,289288;141,950682;1,30592
"PF3D7_0302500.1";12,513264;4,081232;674,240631;2140,168625;28,243242;5,803887;28,492573
"PF3D7_0302600.1";2,158818;12,495421;46,114494;31,374197;8,493243;12,301033;4,085223
"PF3D7_0302700.1";6,276775;22,851314;82,990945;46,664049;255,545536;160,767728;10,160923
"PF3D7_0302800.1";56,227609;50,49823;47,503388;71,490138;16,19218;34,751114;0
"PF3D7_0302900.1";86,808521;73,113305;207,628619;202,106172;78,09824;34,533848;17,257285
"PF3D7_0303000.1";7,173179;6,825842;31,66609;10,508424;18,420783;10,19825;9,230895
"PF3D7_0303100.1";4,313866;16,186826;23,010471;40,308927;6,206057;15,939321;10,909995
"PF3D7_0303200.1";7,42686;19,415852;176,350244;202,866079;32,619188;28,693459;114,193202
"PF3D7_0303300.1";83,140087;130,571962;133,643529;73,451909;403,717889;183,836005;141,375808
"PF3D7_0303400.1";3,967738;1,596218;87,745099;159,166097;74,922237;79,728879;8,028363
"PF3D7_0303500.1";5,223365;6,499728;44,888189;58,484522;25,89353;94,014334;28,985775
"PF3D7_0303600.1";2,222139;19,212201;13,829003;34,241507;74,189235;85,288289;0
"PF3D7_0303700.1";5,851353;90,89496;219,149174;260,500553;61,395136;94,003346;125,39114
"PF3D7_0303800.1";8,223041;49,814451;40,695108;37,229763;17,343881;68,403882;75,405656
"PF3D7_0303900.1";4,086729;0,411228;18,282028;10,258105;564,596289;3948,282395;1242,536283
"PF3D7_0304000.1";3,413376;1,111287;4,02007;2,899722;4,608819;5,353291;3,664411
"PF3D7_0304100.1";2,580103;0,473261;37,75245;57,409634;59,448062;923,932338;1009,328658
"PF3D7_0304200.1";49,824576;78,001527;64,720134;68,184247;61,161663;64,109825;98,685499
"PF3D7_0304300.1";5,91589;3,237644;14,89041;12,665976;9,107622;11,305331;3,25259
"PF3D7_0304400.1.1";976,919169;1364,864407;838,563193;386,372132;5679,59004;2073,658164;525,978102
"PF3D7_0304500.1";5,02212;33,574908;42,176031;16,851774;77,520285;17,009443;151,897045
"PF3D7_0304600.1";28,400331;68,304643;69,036053;93,540857;80,412111;42,897552;23,819218
"PF3D7_0304700.1";3,519219;1,206486;6,463098;1,23951;3,631439;18,908011;6,802418
"PF3D7_0304800.1";7,722757;18,521456;32,995136;31,132394;154,025855;110,227952;6,070907
"PF3D7_0304900.1";63,360137;163,525562;56,157892;35,89577;66,370268;109,383682;39,126225
"PF3D7_0305000.1";13,068815;31,648207;74,86454;35,779069;13,920766;66,195182;43,602389
"PF3D7_0305100.1";5,18215;38,725362;41,626796;37,943515;22,552994;60,560669;18,289299
"PF3D7_0305200.1";41,197648;62,951655;55,693824;238,416824;16,021978;50,382556;22,950684
"PF3D7_0305300.1";136,501077;113,215007;93,448783;102,357792;42,601556;87,773253;64,556307
"PF3D7_0305400.1";7,557621;31,902157;109,026671;86,127346;963,974129;298,989052;64,404532
"PF3D7_0305500.1";60,269439;214,168876;108,084093;243,537608;27,820153;38,546758;43,300196
"PF3D7_0305600.1";6,463309;4,601526;114,620534;132,131014;16,689167;209,255044;130,655876
"PF3D7_0305700.1";105,677076;580,042223;874,374058;878,63913;2606,335126;807,372251;181,959231
"PF3D7_0305800.1";4,467905;1,167556;2,404836;0,977649;11,420287;31,202741;27,490754
"PF3D7_0305900.1";7,084293;1,410392;14,873487;13,326968;60,497864;198,182117;0
"PF3D7_0306000.1";7,315763;5,307783;156,500602;254,976578;860,247422;203,808349;36,243663
"PF3D7_0306100.1";30,278674;47,147107;61,824538;30,9009;15,264246;75,101315;58,191051
"PF3D7_0306200.1";35,450699;35,278478;47,225273;7,480044;97,393355;1366,368386;214,254799
"PF3D7_0306300.1";264,641927;727,016949;906,270144;425,863775;3182,906574;1899,303135;321,563294
"PF3D7_0306400.1";3,603272;5,111327;128,230053;295,318681;7,441314;15,356482;25,312089
"PF3D7_0306500.1";4,901237;4,421734;155,194789;189,02137;102,344364;119,142619;58,408386
"PF3D7_0306600.1";1,602557;3,917292;199,949083;395,378513;161,911613;651,77684;23,012043
"PF3D7_0306700.1";96,070751;155,836069;186,307139;70,230012;500,50048;272,275836;95,096735
"PF3D7_0306800.1";146,310792;347,513409;238,6847;39,657206;33,212238;24,845519;15,247057
"PF3D7_0306900.1";1071,766422;2915,493128;1666,211218;1243,777041;2306,411736;610,207113;130,757152
"PF3D7_0307100.1";609,304641;2593,654781;1401,10341;652,374776;2443,677854;544,455846;160,698753
"PF3D7_0307200.1";527,958223;1593,927486;1057,496991;770,407268;968,131926;392,716108;185,568652
"PF3D7_0307300.1";1,801119;1,183817;3,813545;8,48205;9,739571;65,565554;225,048282
"PF3D7_0307400.1";7,758867;19,351337;92,038277;86,901454;27,357758;67,618486;47,989721
"PF3D7_0307500.1";1,935481;9,846202;64,662555;64,965859;19,975432;24,513481;48,601228
"PF3D7_0307600.1";4,293319;9,162588;87,952429;81,836182;33,567277;36,234835;44,284905
"PF3D7_0307700.1";8,5261;101,209176;501,705331;1029,945992;33,253077;53,274355;57,202442
"PF3D7_0307800.1";19,559534;37,58137;101,048302;44,318469;27,090234;17,374098;44,816816
"PF3D7_0307900.1";6,283493;9,144591;7,070061;2,70908;8,696169;26,780806;11,580842
"PF3D7_0308000.1";4,80882;37,867213;76,412461;45,080672;72,269155;59,697876;22,546993
"PF3D7_0308100.1";8,342461;1,172812;57,766859;209,40533;7,673459;10,138265;98,885439
"PF3D7_0308200.1";156,225001;320,130451;216,56965;118,462315;74,248065;25,621564;82,913679
"PF3D7_0308300.1";5,648878;4,95563;30,854851;85,581842;20,54515;33,937712;91,076893
"PF3D7_0308500.1";13,879601;383,326686;287,005555;105,57003;1618,086996;303,988109;93,575284
"PF3D7_0308600.1";61,978727;133,787349;148,997504;48,690509;19,583517;9,317961;80,460136
"PF3D7_0308700.1";5,172412;1,727973;36,26832;190,620638;17,628028;12,801781;202,282329
"PF3D7_0308800.1";2,579907;4,124613;193,506984;406,208032;421,863742;492,0112;306,035983
"PF3D7_0308900.1";28,214819;98,552329;76,474869;52,02182;13,491156;10,80919;23,139773
"PF3D7_0309000.1";59,254234;35,021375;49,146532;31,594906;37,294749;56,147053;18,667601
"PF3D7_0309100.1";9,893888;5,050074;21,757352;30,586541;836,215899;839,83179;186,680276
"PF3D7_0309200.1";9,996934;14,581712;80,881263;57,802291;38,973848;101,703271;565,921403
"PF3D7_0309300.1";9,290229;54,951797;201,274172;271,041934;26,545646;10,039813;21,355677
"PF3D7_0309500.1";144,608669;350,629464;427,468822;1083,117232;46,309144;12,965023;37,90307
"PF3D7_0309600.1";1251,914955;6210,923487;3284,586928;8044,181218;7702,924274;1966,104305;888,538391
"PF3D7_0309700.1";18,442057;16,470763;23,941657;1,963934;17,39793;42,575909;51,50577
"PF3D7_0309800.1";31,075796;49,439705;85,197786;16,176682;241,710774;117,643041;85,632444
"PF3D7_0309900.1";3,429604;3,812172;21,198701;16,253105;7,818301;23,113755;232,412537
"PF3D7_0310000.1";2,247777;6,149359;69,139776;55,009295;238,668214;733,357123;184,02762
"PF3D7_0310100.1";4,014828;5,929494;8,391836;10,108839;43,70923;8,33521;1770,054755
"PF3D7_0310200.1";89,561206;357,675654;88,621475;38,948032;14,739161;29,982441;55,486901
"PF3D7_0310300.1";54,574289;103,319808;41,649261;5,329905;23,279398;86,639127;92,8965
"PF3D7_0310400.1";11,933833;3,86864;209,217849;281,415484;7,722474;33,77651;75,304002
"PF3D7_0310500.1";15,454047;62,923745;51,099923;22,415205;8,026702;22,034254;25,908398
"PF3D7_0310600.1.1";40,367551;247,377617;173,045443;144,424323;102,48772;63,849096;49,834717
"PF3D7_0310600.2.1";2,843392;5,01855;1,260318;13,66618;27,928461;12,540691;48,795134
"PF3D7_0310700.1";50,148889;142,838666;328,405396;105,222584;126,848905;177,166249;67,349002
"PF3D7_0310800.1";53,003508;264,979362;400,505849;212,227396;215,002713;262,388634;184,762938
"PF3D7_0310900.1";12,091027;9,276398;69,131291;87,679323;13,87726;58,6624;101,68839
"PF3D7_0311000.1";2,225592;1,668009;3,980829;6,379842;165,153496;50,23044;207,387273
"PF3D7_0311100.1";43,29064;114,292494;94,664366;18,767359;27,868544;20,192212;144,600894
"PF3D7_0311200.1";5,643055;42,143253;27,499685;27,570681;18,443695;32,324697;58,106981
"PF3D7_0311300.1";6,956814;9,017555;180,175456;254,510557;69,396382;80,513946;98,38656
"PF3D7_0311400.1";4,674873;0,856997;2,671007;12,263137;9,809426;32,953808;218,510251
"PF3D7_0311500.1";145,074528;51,937165;57,523401;29,301225;223,988332;2372,436993;557,816826
"PF3D7_0311600.1";1,470095;5,929157;28,152638;5,547811;56,55943;181,852557;43,250927
"PF3D7_0311700.1";1,357295;0,64615;9,111963;1,08089;1167,303505;3417,407053;379,674816
"PF3D7_0311800.1";4,032455;1,415664;86,947815;86,013044;34,46729;93,387511;47,70105
"PF3D7_0311900.1";4,03355;13,907766;12,03903;3,867205;16,881804;34,750431;7,575025
"PF3D7_0312000.1";4,556175;16,471873;109,945104;177,732841;210,821986;33,572024;32,899305
"PF3D7_0312100.1";2,498875;4,843942;82,589249;190,098651;49,60144;37,950361;59,790699
"PF3D7_0312200.1";4,155922;2,639719;19,125939;13,634805;15,660889;46,097214;47,70048
"PF3D7_0312300.1";40,855173;79,871443;161,144707;117,996022;435,30478;302,82222;29,969253
"PF3D7_0312400.1";7,949804;52,952987;431,341583;445,848708;176,512416;233,757412;293,987432
"PF3D7_0312500.1";14,811774;98,621467;39,330181;24,35115;48,833551;29,587738;60,190132
"PF3D7_0312800.1";713,152172;1442,255559;734,249443;480,157739;2636,995431;823,221647;446,682465
"PF3D7_0312900.1";4,614222;20,569324;24,774979;4,400753;28,213724;39,410497;461,900963
"PF3D7_0313000.1";49,152524;21,567147;35,344549;11,524941;58,420326;155,106591;39,383749
"PF3D7_0313100.1";17,960231;102,660111;123,234349;65,548894;22,843756;38,055675;43,514786
"PF3D7_0313200.1";13,140183;17,27862;43,712618;39,647123;85,58489;506,031055;141,897649
"PF3D7_0313300.1";9,274733;10,384828;42,332786;39,777995;42,405801;324,04488;166,944692
"PF3D7_0313400.1";22,421256;46,411667;26,623573;10,657901;23,864581;91,821459;373,607228
"PF3D7_0313500.1";15,934578;31,372807;27,822224;5,189747;7,74716;24,746174;194,657529
"PF3D7_0313600.1";1,258413;6,146936;28,934498;7,974596;11,226502;48,02745;182,074055
"PF3D7_0313700.1.1";3,256176;6,297907;53,715413;29,500976;8,258985;32,639667;137,619485
"PF3D7_0313700.2.1";0,051853;0;6,703225;0,149814;5,399421;19,430129;0
"PF3D7_0313800.1";3,64397;17,558601;77,477201;33,849961;15,159288;25,893307;45,45766
"PF3D7_0313900.1";2,504195;2,908194;6,068656;7,160957;17,795996;25,213707;25,276919
"PF3D7_0314000.1";4,002301;9,802768;116,974171;183,908151;234,123607;832,156014;106,629617
"PF3D7_0314100.1.1";39,342392;57,989458;143,168833;94,063572;673,120293;169,843418;21,313095
"PF3D7_0314200.1";1,990785;11,980183;41,567326;48,838538;13,624203;15,877258;0
"PF3D7_0314300.1";5,130688;6,651376;35,228459;22,953045;11,445127;18,516104;4,949648
"PF3D7_0314400.1";35,3799;52,279739;56,359587;29,261322;187,785004;76,261134;23,167277
"PF3D7_0314500.1";62,178922;116,41689;65,8734;21,407898;25,995194;67,022076;13,650895
"PF3D7_0314600.1";84,495674;187,630578;120,521803;235,994606;89,834708;180,347113;23,165764
"PF3D7_0314700.1";3,25299;2,959782;20,371711;2,61445;146,794075;29,402533;39,205699
"PF3D7_0314800.1";5,499906;0,141175;10,485497;61,617077;5,53132;7,126564;1,393228
"PF3D7_0314900.1";2,996404;2,24198;25,483988;73,510009;9,89668;52,098067;33,391013
"PF3D7_0315000.1";14,462963;11,129146;24,738406;20,265138;78,813768;57,704794;35,754625
"PF3D7_0315100.1";32,14039;102,85578;83,047657;27,40456;169,674018;61,670465;77,727714
"PF3D7_0315200.1";1,669529;1,074559;2,807703;1,284558;2,33824;3,077632;2751,273648
"PF3D7_0315300.1";4,060283;2,232645;7,450325;11,689331;7,264998;24,462327;47,198781
"PF3D7_0315400.1";10,1826;80,332409;154,071872;267,004602;110,796284;160,552392;188,573966
"PF3D7_0315500.1";4,542901;2,711769;95,71181;11,311749;276,098105;190,743799;20,957769
"PF3D7_0315600.1";2,35066;2,293341;62,5959;26,044617;11,023719;7,320132;57,471955
"PF3D7_0315700.1";5,396;2,716762;5,2368;2,056067;19,756138;77,485057;71,303224
"PF3D7_0315800.1";26,088197;58,020882;56,161106;14,005042;47,794658;39,228227;26,732305
"PF3D7_0315900.1";5,808101;1,694989;3,514483;3,015698;8,214848;20,27541;4,431433
